epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,90535.1,0.95246,0.47257,1.30382,0.79149,0.77802,0.83326,0.63133,0.99216,0.47508,1.42324,0.000991,0.000991,0.000991
184,91029.3,0.95403,0.47488,1.30494,0.78378,0.78658,0.83359,0.63161,0.99209,0.47483,1.4231,0.0009415,0.0009415,0.0009415
185,91523.1,0.9538,0.47225,1.30087,0.78358,0.7869,0.83397,0.63175,0.99194,0.47472,1.42296,0.000892,0.000892,0.000892
186,92016.4,0.95055,0.47289,1.30478,0.7844,0.78707,0.83419,0.63234,0.99185,0.47449,1.42287,0.0008425,0.0008425,0.0008425
187,92510.2,0.9467,0.46834,1.29733,0.78479,0.78781,0.83453,0.63271,0.9918,0.47428,1.42275,0.000793,0.000793,0.000793
188,93005.2,0.94698,0.46979,1.30176,0.78428,0.78857,0.83488,0.63309,0.99172,0.47412,1.42263,0.0007435,0.0007435,0.0007435
189,93499.1,0.94202,0.46812,1.29387,0.78709,0.78745,0.83516,0.63339,0.99163,0.47394,1.42252,0.000694,0.000694,0.000694
190,93993.1,0.94693,0.46728,1.29758,0.79013,0.78615,0.83555,0.63379,0.99153,0.47373,1.42241,0.0006445,0.0006445,0.0006445
191,94487,0.94624,0.46667,1.29635,0.79016,0.78574,0.83573,0.63398,0.99145,0.47351,1.42231,0.000595,0.000595,0.000595
192,94982.9,0.9421,0.46505,1.29638,0.79075,0.78519,0.83607,0.63415,0.99139,0.47335,1.42225,0.0005455,0.0005455,0.0005455
193,95479.2,0.94655,0.46597,1.29615,0.79279,0.78427,0.8365,0.63438,0.99133,0.4731,1.42216,0.000496,0.000496,0.000496
194,95975.1,0.9453,0.46537,1.29672,0.79448,0.78384,0.83673,0.6347,0.99126,0.473,1.42208,0.0004465,0.0004465,0.0004465
195,96469.4,0.94042,0.4622,1.29705,0.79539,0.78332,0.83703,0.63508,0.99119,0.47278,1.422,0.000397,0.000397,0.000397
196,96964.2,0.94051,0.46109,1.29268,0.79434,0.78454,0.83722,0.63522,0.99114,0.47264,1.4219,0.0003475,0.0003475,0.0003475
197,97457.5,0.9404,0.46196,1.2964,0.79552,0.7842,0.83756,0.63547,0.99106,0.47245,1.42179,0.000298,0.000298,0.000298
198,97951.9,0.93874,0.46218,1.2942,0.79666,0.78418,0.83794,0.63574,0.99099,0.47232,1.42172,0.0002485,0.0002485,0.0002485
199,98446.3,0.93652,0.45882,1.29657,0.79741,0.78304,0.83824,0.63588,0.99093,0.47214,1.42165,0.000199,0.000199,0.000199
200,98940.1,0.93841,0.45836,1.29431,0.79821,0.78243,0.83849,0.63609,0.99087,0.47205,1.42159,0.0001495,0.0001495,0.0001495
