epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,37144.7,1.44812,0.84554,1.30701,0.87529,0.87121,0.91813,0.55832,1.53799,0.76324,1.3822,0.0012385,0.0012385,0.0012385
179,37453.3,1.43583,0.83763,1.30422,0.87493,0.8716,0.91832,0.55894,1.53709,0.76224,1.3813,0.001189,0.001189,0.001189
180,37762,1.44219,0.84023,1.31155,0.87429,0.87211,0.91852,0.55939,1.53634,0.76112,1.38048,0.0011395,0.0011395,0.0011395
181,38071.7,1.43454,0.8361,1.30548,0.87698,0.87082,0.91851,0.56017,1.53549,0.76006,1.37957,0.00109,0.00109,0.00109
182,38380.4,1.43297,0.83745,1.30036,0.87608,0.87149,0.91852,0.56072,1.53479,0.75915,1.37885,0.0010405,0.0010405,0.0010405
183,38690.3,1.4304,0.83827,1.29877,0.87633,0.8713,0.91854,0.56144,1.53406,0.75813,1.3781,0.000991,0.000991,0.000991
184,38999.1,1.42471,0.82776,1.29221,0.87578,0.8723,0.91834,0.56198,1.53339,0.75731,1.37727,0.0009415,0.0009415,0.0009415
185,39307.7,1.43247,0.83023,1.29719,0.87592,0.87252,0.91827,0.5625,1.53269,0.75634,1.37645,0.000892,0.000892,0.000892
186,39616.3,1.42177,0.82439,1.29373,0.87638,0.87283,0.91835,0.56271,1.53197,0.75533,1.37578,0.0008425,0.0008425,0.0008425
187,39926.3,1.41597,0.82455,1.29234,0.87636,0.87294,0.91849,0.56317,1.53115,0.75438,1.37499,0.000793,0.000793,0.000793
188,40234.8,1.41414,0.82463,1.2921,0.87672,0.87281,0.91862,0.56333,1.53032,0.75346,1.37417,0.0007435,0.0007435,0.0007435
189,40544.7,1.41128,0.82651,1.28884,0.87596,0.87373,0.919,0.56392,1.5295,0.75272,1.37332,0.000694,0.000694,0.000694
190,40853.8,1.412,0.82009,1.28903,0.87696,0.87357,0.91929,0.56446,1.52859,0.75192,1.37242,0.0006445,0.0006445,0.0006445
191,41161.9,1.40688,0.81609,1.28804,0.87687,0.87302,0.9191,0.56491,1.52777,0.75112,1.37165,0.000595,0.000595,0.000595
192,41470.8,1.40761,0.81703,1.28893,0.8769,0.87399,0.91921,0.56548,1.52701,0.75021,1.37086,0.0005455,0.0005455,0.0005455
193,41779.2,1.39923,0.81294,1.28381,0.87658,0.87394,0.91935,0.566,1.52638,0.74944,1.37026,0.000496,0.000496,0.000496
194,42088.2,1.39324,0.80703,1.28488,0.87515,0.87551,0.91968,0.56639,1.52575,0.74856,1.36963,0.0004465,0.0004465,0.0004465
195,42396.6,1.39895,0.80799,1.28364,0.87636,0.87425,0.91991,0.56712,1.52514,0.74761,1.36901,0.000397,0.000397,0.000397
196,42707.1,1.39784,0.80958,1.28148,0.87599,0.87552,0.91999,0.56748,1.5244,0.74673,1.36833,0.0003475,0.0003475,0.0003475
197,43016.5,1.39076,0.79993,1.27721,0.87901,0.87334,0.92017,0.56807,1.52365,0.74587,1.36762,0.000298,0.000298,0.000298
198,43325.4,1.3937,0.80805,1.27704,0.87687,0.87478,0.92062,0.56835,1.52319,0.74491,1.36716,0.0002485,0.0002485,0.0002485
199,43635.5,1.38862,0.80416,1.28112,0.87567,0.87449,0.9207,0.56858,1.52241,0.74418,1.36641,0.000199,0.000199,0.000199
200,43944.3,1.39687,0.80975,1.2753,0.87648,0.87473,0.92077,0.56922,1.52178,0.74327,1.36579,0.0001495,0.0001495,0.0001495
